StockID,Actual_Slope_Angle,Predicted_Slope_Angle,Actual_Duration,Predicted_Duration
NRP.JO,88.57137,83.92449,5.0,5.113752
REM.JO,-86.57154,-86.45462,5.0,5.046834
RLO.JO,-81.37183,-86.35985,5.0,5.155737
SBK.JO,89.651276,89.46015,5.0,5.239293
SHP.JO,89.393326,88.98612,5.0,5.0160537
SLM.JO,-52.38351,-84.487755,5.0,5.274597
SOL.JO,-89.50008,-89.69588,5.0,5.156602
VOD.JO,-89.51364,-89.018715,5.0,5.1608953
ABG.JO,89.33629,87.65836,5.0,5.0314503
AGL.JO,89.8573,89.804535,5.0,4.9531837
AMS.JO,89.75081,-89.68803,5.0,5.003334
APN.JO,86.5719,-88.78927,5.0,4.998321
BTI.JO,89.928566,89.91955,5.0,5.0286036
BVT.JO,89.23949,-85.195496,5.0,5.034751
CLS.JO,89.90981,89.86245,5.0,5.008021
CPI.JO,-88.03078,-89.85466,5.0,5.005069
DSY.JO,-81.1172,-89.140945,5.0,5.099209
EXX.JO,89.85865,89.79427,5.0,4.655856
FSR.JO,41.94545,-86.81017,5.0,5.0207686
GFI.JO,89.75089,89.7493,5.0,5.070094
GLN.JO,89.65338,89.39285,5.0,4.892652
GRT.JO,26.496199,-82.65386,5.0,5.1703978
HAR.JO,88.31971,83.18573,5.0,5.13826
IMP.JO,89.452034,88.83167,5.0,4.986333
INL.JO,89.54457,89.28446,5.0,5.1194525
INP.JO,89.570305,89.32914,5.0,5.1653996
KIO.JO,85.5566,-88.47436,5.0,4.9889793
MNP.JO,89.86054,89.804886,5.0,4.997029
MRP.JO,-88.79014,-89.39744,5.0,5.001791
MTN.JO,-89.48334,-89.647606,5.0,5.028314
NED.JO,89.49816,89.40742,5.0,4.977213
NPN.JO,-89.995056,-89.985115,5.0,5.0105577
NRP.JO,88.57137,27.141563,5.0,5.052283
REM.JO,-86.57154,-89.01449,5.0,5.0202146
RLO.JO,-81.37183,-86.56198,5.0,5.1590466
SBK.JO,89.651276,89.52727,5.0,5.151471
SHP.JO,89.393326,88.78772,5.0,5.007718
SLM.JO,-52.38351,-87.39116,5.0,5.016674
SOL.JO,-89.50008,-89.76468,5.0,5.134598
VOD.JO,-89.51364,-89.40862,5.0,5.266448
ABG.JO,89.33629,87.59259,5.0,5.0995636
AGL.JO,89.8573,89.79277,5.0,4.9933143
AMS.JO,89.75081,-89.74177,5.0,5.0229516
APN.JO,86.5719,-88.832634,5.0,5.010939
BTI.JO,89.928566,89.920265,5.0,5.0183516
BVT.JO,89.23949,-85.90256,5.0,5.0383506
CLS.JO,89.90981,89.86643,5.0,5.0058174
CPI.JO,-88.03078,-89.864075,5.0,4.99941
DSY.JO,-81.1172,-89.1804,5.0,5.189085
EXX.JO,89.85865,89.79232,5.0,4.924553
FSR.JO,41.94545,-86.731255,5.0,5.117819
GFI.JO,89.75089,89.76104,5.0,5.002514
GLN.JO,89.65338,89.41428,5.0,5.023496
GRT.JO,26.496199,-83.22579,5.0,5.1782475
HAR.JO,88.31971,84.559135,5.0,5.1216936
IMP.JO,89.452034,88.72964,5.0,5.01074
INL.JO,89.54457,89.29624,5.0,5.1284895
INP.JO,89.570305,89.341995,5.0,5.1707153
KIO.JO,85.5566,-88.78444,5.0,5.0069623
MNP.JO,89.86054,89.80636,5.0,5.0076227
MRP.JO,-88.79014,-89.37937,5.0,5.015584
MTN.JO,-89.48334,-89.66366,5.0,5.0511594
NED.JO,89.49816,89.37024,5.0,4.9856477
NPN.JO,-89.995056,-89.98573,5.0,5.0787077
NRP.JO,88.57137,61.5595,5.0,5.123942
REM.JO,-86.57154,-89.05045,5.0,5.038891
RLO.JO,-81.37183,-86.57218,5.0,5.158677
SBK.JO,89.651276,89.52309,5.0,5.267746
SHP.JO,89.393326,88.754364,5.0,5.0100346
SLM.JO,-52.38351,-87.507385,5.0,5.1587033
SOL.JO,-89.50008,-89.76691,5.0,5.1546946
VOD.JO,-89.51364,-89.425026,5.0,5.2140117
ABG.JO,89.33629,87.55598,5.0,5.0350676
AGL.JO,89.8573,89.78503,5.0,5.040661
AMS.JO,89.75081,-89.68568,5.0,5.035532
APN.JO,86.5719,-88.75097,5.0,4.997543
BTI.JO,89.928566,89.90945,5.0,5.0266094
BVT.JO,89.23949,-80.46347,5.0,5.0343175
CLS.JO,89.90981,89.85928,5.0,5.0758142
CPI.JO,-88.03078,-89.82262,5.0,4.9909897
DSY.JO,-81.1172,-88.911125,5.0,5.086116
EXX.JO,89.85865,89.77839,5.0,5.2939787
FSR.JO,41.94545,-85.72913,5.0,4.957334
GFI.JO,89.75089,89.723495,5.0,5.1829605
GLN.JO,89.65338,89.382286,5.0,5.4257936
GRT.JO,26.496199,-81.8842,5.0,5.124717
HAR.JO,88.31971,82.80802,5.0,5.126906
IMP.JO,89.452034,88.71933,5.0,5.0405893
INL.JO,89.54457,89.27064,5.0,4.9700027
INP.JO,89.570305,89.31511,5.0,4.988005
KIO.JO,85.5566,-89.11488,5.0,5.032039
MNP.JO,89.86054,89.79637,5.0,5.0018597
MRP.JO,-88.79014,-89.24415,5.0,4.984813
MTN.JO,-89.48334,-89.63018,5.0,5.0241466
NED.JO,89.49816,89.33274,5.0,4.980603
NPN.JO,-89.995056,-89.985275,5.0,5.2239394
NRP.JO,88.57137,56.703842,5.0,5.0966797
REM.JO,-86.57154,-88.7944,5.0,5.023389
RLO.JO,-81.37183,-86.54311,5.0,5.155698
SBK.JO,89.651276,89.49162,5.0,5.2615952
SHP.JO,89.393326,88.69549,5.0,5.001349
SLM.JO,-52.38351,-86.93459,5.0,5.140044
SOL.JO,-89.50008,-89.7289,5.0,5.1315145
VOD.JO,-89.51364,-89.41827,5.0,5.153866
ABG.JO,-89.559044,88.81244,5.0,5.027277
AGL.JO,-89.154045,89.78027,5.0,5.0275645
AMS.JO,-89.844894,-88.9025,5.0,5.02624
APN.JO,-88.348656,-84.54609,5.0,4.995303
BTI.JO,89.849594,89.86517,5.0,5.0234632
BVT.JO,87.15492,86.33323,10.0,5.0333457
CLS.JO,-83.98743,89.81524,5.0,5.088889
CPI.JO,-89.651276,-89.66652,5.0,4.996411
DSY.JO,89.57167,-54.61565,5.0,5.082163
EXX.JO,-89.85823,89.760155,5.0,5.192585
FSR.JO,-88.28252,80.0646,5.0,4.9136133
GFI.JO,-89.36918,89.395294,5.0,5.149915
GLN.JO,89.151215,89.23571,5.0,5.360461
GRT.JO,-30.89838,-62.65776,5.0,5.134386
HAR.JO,88.61252,-68.52695,5.0,5.118706
IMP.JO,89.18354,88.800964,5.0,5.0338545
INL.JO,86.77953,89.28972,5.0,4.9057503
INP.JO,86.50638,89.33371,5.0,4.9133945
KIO.JO,-89.93898,-89.252525,5.0,5.019441
MNP.JO,-89.62008,89.80603,5.0,4.9921503
MRP.JO,89.02132,-86.501205,5.0,4.9826975
MTN.JO,89.57644,-89.39614,5.0,5.01534
NED.JO,-89.6396,89.31492,5.0,4.9776974
NPN.JO,89.98597,-89.97822,5.0,5.2483478
NRP.JO,89.074394,86.94365,5.0,5.100818
REM.JO,-89.06494,-84.83863,5.0,5.0222435
RLO.JO,-72.09674,-86.46109,5.0,5.158134
SBK.JO,-88.856735,89.48589,5.0,5.190807
SHP.JO,-89.373436,88.960236,5.0,4.9998536
SLM.JO,-21.772463,-25.758638,5.0,5.0855637
SOL.JO,-89.91175,-89.634125,5.0,5.127185
VOD.JO,88.800545,-89.19854,5.0,5.218854
ABG.JO,-89.559044,-89.50377,5.0,5.098918
AGL.JO,-89.154045,-88.33741,5.0,5.033619
AMS.JO,-89.844894,-89.88036,5.0,5.0270014
APN.JO,-88.348656,-88.89072,5.0,4.9990673
BTI.JO,89.849594,89.687904,5.0,5.0346875
BVT.JO,87.15492,89.629616,10.0,5.3735657
CLS.JO,-83.98743,70.68741,5.0,5.1034775
CPI.JO,-89.651276,-89.78037,5.0,4.99763
DSY.JO,89.57167,89.31262,5.0,5.0212555
EXX.JO,-89.85823,-89.70142,5.0,5.305388
FSR.JO,-88.28252,-87.7928,5.0,4.9896545
GFI.JO,-89.36918,-89.42982,5.0,5.257594
GLN.JO,89.151215,88.82897,5.0,5.337368
GRT.JO,-30.89838,-75.57693,5.0,5.114547
HAR.JO,88.61252,79.69173,5.0,5.1317816
IMP.JO,89.18354,87.99139,5.0,5.033003
INL.JO,86.77953,87.03114,5.0,5.020745
INP.JO,86.50638,87.19676,5.0,5.018731
KIO.JO,-89.93898,-89.90887,5.0,5.030033
MNP.JO,-89.62008,-89.39495,5.0,5.021433
MRP.JO,89.02132,88.30439,5.0,4.97737
MTN.JO,89.57644,89.08333,5.0,4.9886684
NED.JO,-89.6396,-89.467026,5.0,4.997612
NPN.JO,89.98597,89.97118,5.0,5.1033897
NRP.JO,89.074394,87.65656,5.0,5.0322046
REM.JO,-89.06494,-88.80324,5.0,5.016742
RLO.JO,-72.09674,-85.87618,5.0,5.14898
SBK.JO,-88.856735,-88.39081,5.0,5.168667
